"birth_year","male","poverty","family_income","weeks_unemployed","urban","number_of_jobs_ever","number_children","age_at_first_child","hours_worked_in_week","education","educational_loans"
1964,0,0,35800,0,1,7,4,21,40,2,NA
1963,0,1,26400,0,1,NA,3,16,48,1,NA
1964,0,0,79200,0,1,7,2,21,47,1,NA
1963,1,1,35000,0,1,NA,2,18,60,1,NA
1960,1,0,150030,0,1,12,2,30,40,2,NA
1961,0,0,135000,0,0,NA,1,25,40,1,NA
1958,0,NA,30264,0,1,NA,4,24,30,1,NA
1963,1,1,2040,0,0,NA,1,24,35,1,NA
1960,0,0,52272,0,1,11,2,20,77,1,NA
1961,1,1,56000,1,0,27,3,27,80,1,NA
1959,0,0,59531,0,1,NA,3,19,12,1,NA
1960,0,0,72696,0,1,9,2,20,38,1,NA
1964,1,0,77670,0,0,4,4,24,54,1,NA
1957,0,0,67000,0,1,14,2,24,40,1,4000
1962,1,0,110002,NA,0,10,1,25,80,1,NA
1963,0,0,90000,0,0,12,1,21,36,4,7000
1960,0,0,26280,0,0,13,1,15,NA,1,NA
1962,0,1,9800,12,0,NA,6,18,35,1,NA
1960,1,NA,77000,0,1,15,2,21,40,1,NA
1962,1,NA,25384,52,1,13,1,30,56,1,NA
1964,1,1,81000,NA,1,7,2,20,60,1,NA
1962,0,1,42000,0,1,13,1,20,80,1,NA
1964,0,1,34700,0,1,8,1,26,40,2,NA
1957,1,1,39000,0,1,10,2,22,40,2,NA
1958,1,0,46000,0,1,NA,2,16,40,1,300
1964,0,1,15200,19,0,NA,1,18,7,1,NA
1957,1,0,22000,0,0,NA,2,22,85,1,NA
1957,0,NA,22000,2,0,NA,2,21,48,1,NA
1959,0,NA,36000,0,1,NA,2,18,76,1,NA
1957,1,0,36000,0,0,NA,2,21,40,2,NA
1958,1,NA,22000,0,0,NA,3,18,40,1,NA
1961,0,NA,38452,0,1,NA,2,15,40,1,NA
1959,1,1,12800,0,1,NA,1,22,40,1,NA
1964,1,NA,120200,0,1,9,2,28,40,2,NA
1958,0,NA,16640,4,0,NA,3,19,40,1,NA
1959,1,1,38000,0,0,NA,3,27,50,4,2500
1958,0,0,25000,0,1,16,1,32,88,1,NA
1960,1,1,33000,0,0,NA,2,21,83,1,NA
1961,0,1,57000,19,0,8,1,18,NA,1,1700
1962,0,0,6089,52,1,15,1,20,10,1,NA
1961,0,0,43000,0,1,15,1,33,40,2,NA
1962,1,0,92000,0,1,19,2,22,65,1,340
1959,0,NA,19684,0,0,NA,2,25,72,1,NA
1961,0,0,36112,0,1,NA,1,26,45,1,NA
1964,0,1,49200,0,0,NA,2,18,80,1,NA
1960,0,NA,88400,0,0,NA,2,20,100,1,NA
1960,0,0,107935,4,1,10,1,38,NA,2,60000
1963,1,0,89000,0,1,15,2,31,40,2,NA
1961,0,0,44708,0,1,16,1,23,44,1,NA
1961,1,1,130000,0,1,14,2,32,40,3,20000
1962,1,0,114000,0,1,15,1,33,60,5,NA
1964,0,0,5811,47,1,6,1,22,32,1,NA
1959,1,0,25568,0,1,13,3,22,NA,1,NA
1958,0,0,108000,0,1,15,1,18,40,1,NA
1958,1,0,58400,0,0,1,1,22,NA,1,NA
1960,0,0,69200,0,0,NA,2,23,40,1,NA
1964,1,NA,41120,0,0,13,1,19,NA,1,NA
1960,0,NA,108000,0,1,9,1,18,40,1,NA
1963,0,1,13790,52,1,12,2,19,30,1,NA
1958,0,0,497763,0,1,18,1,24,50,1,NA
1957,0,1,1500,0,0,NA,2,29,15,1,NA
1964,1,NA,75000,0,1,NA,1,19,75,1,NA
1961,1,NA,65000,0,0,17,1,27,40,1,NA
1963,0,1,1500,0,0,19,1,16,18,1,NA
1959,1,0,56000,0,1,NA,2,33,85,1,NA
1961,0,NA,1,0,1,NA,3,21,40,1,800
1959,1,NA,1200,39,0,NA,1,21,72,1,NA
1963,1,0,29000,0,1,NA,2,22,40,1,NA
1960,1,0,15700,0,1,NA,2,17,60,1,NA
1963,0,1,33400,0,1,NA,3,21,50,1,NA
1957,0,0,30350,0,1,NA,2,23,30,1,NA
1958,0,0,25725,0,1,NA,4,19,68,1,NA
1959,0,0,79000,0,1,NA,2,14,40,1,NA
1957,0,NA,21400,0,0,NA,2,21,40,1,NA
1964,0,1,38000,0,1,NA,1,24,50,1,NA
1961,0,0,28000,0,0,NA,1,19,20,2,4500
1959,0,0,34200,0,0,NA,2,26,40,1,NA
1960,1,0,115886,0,1,11,2,36,84,2,12500
1964,0,1,56000,0,1,13,1,14,40,1,5000
1960,1,1,25200,0,1,NA,4,17,35,1,NA
1960,0,NA,25200,0,1,NA,4,17,20,2,NA
1960,0,NA,25000,0,1,NA,3,17,32,1,NA
1957,0,0,6100,0,0,NA,1,25,25,2,NA
1961,0,0,39200,0,0,NA,1,25,40,1,NA
1959,0,0,12849,25,0,NA,1,21,40,1,NA
1963,0,1,7992,10,0,NA,2,18,20,1,NA
1964,0,1,38400,0,0,NA,2,19,40,8,NA
1960,0,0,17400,0,1,NA,1,20,40,1,NA
1957,1,1,56800,0,1,NA,1,25,45,4,NA
1958,1,0,58000,0,1,NA,2,25,45,4,NA
1957,1,0,59020,0,1,NA,2,25,80,3,2000
1958,0,0,32460,1,1,NA,1,30,88,4,7500
1959,0,1,71400,0,1,NA,2,25,80,1,NA
1960,0,0,146942,0,1,NA,1,30,80,4,NA
1958,0,1,45500,0,1,NA,1,24,72,4,1000
1958,0,1,48200,0,1,NA,3,24,35,4,1500
1958,0,0,63350,0,1,NA,2,27,6,3,NA
1958,1,0,33800,0,0,NA,3,25,70,1,300
1957,1,1,59000,0,1,NA,2,28,45,4,9000
1958,0,1,65500,0,1,NA,3,25,48,3,NA
1957,0,1,49000,0,0,NA,2,28,75,3,6000
1963,1,NA,36000,0,0,NA,2,23,40,1,NA
1959,0,NA,33000,0,0,NA,5,19,24,1,NA
1963,0,0,22050,0,0,NA,2,20,30,1,NA
1962,1,0,30000,0,0,NA,1,21,5,1,NA
1963,0,0,34210,0,0,NA,2,17,60,1,NA
1962,1,0,27720,0,0,NA,1,18,80,1,NA
1960,0,0,39078,0,0,NA,1,19,40,1,NA
1964,1,0,92600,0,1,5,2,30,48,5,NA
1961,0,1,84300,0,1,6,3,26,35,5,600
1964,0,0,140000,0,1,NA,3,27,20,4,5000
1960,0,0,82160,0,1,4,1,23,NA,2,700
1961,1,0,39000,0,1,9,1,22,47,1,NA
1963,0,0,136000,0,1,15,3,25,40,3,4200
1963,0,1,75000,0,1,16,3,21,NA,4,10000
1957,1,0,66500,0,1,4,1,24,40,1,NA
1961,0,1,22000,0,1,NA,1,19,40,1,NA
1962,0,1,40000,0,1,12,1,18,40,1,NA
1963,0,1,155998,NA,1,11,2,26,40,1,NA
1962,0,1,20544,0,1,12,4,25,40,1,NA
1960,0,1,6108,0,1,0,2,17,NA,1,NA
1962,0,1,90000,0,0,10,1,22,40,1,NA
1964,0,0,8170,0,1,NA,2,17,28,1,NA
1959,0,0,55500,0,1,NA,2,23,8,2,NA
1963,1,1,47000,0,1,NA,1,26,30,4,3500
1960,0,1,35000,0,1,NA,1,18,20,1,1500
1957,0,1,58000,0,1,3,2,26,40,1,650
1961,0,0,61000,0,1,24,1,37,38,5,80000
1963,1,0,95100,0,1,9,2,29,40,2,5000
1962,0,NA,34700,0,1,NA,2,24,40,1,NA
1961,1,NA,105000,0,1,12,1,29,40,1,2000
1958,1,NA,100240,13,1,16,1,22,40,2,NA
1961,0,NA,15432,0,1,1,2,19,NA,1,NA
1964,0,NA,17500,7,1,NA,1,28,62,3,7200
1959,0,0,56000,0,1,5,2,24,35,5,18000
1964,0,NA,32000,10,1,5,1,18,75,5,1700
1963,1,0,121200,0,1,NA,1,28,40,2,2500
1958,1,0,50600,0,0,9,2,29,46,1,NA
1957,0,1,85000,0,1,NA,1,30,35,5,5000
1957,0,0,54400,0,1,NA,2,26,16,4,7500
1958,0,NA,31000,0,1,NA,2,28,5,4,6000
1959,0,0,5322,0,1,NA,2,20,73,1,NA
1959,0,1,26377,0,1,NA,1,30,40,1,3250
1961,0,NA,48500,0,1,NA,1,27,45,1,NA
1958,1,0,47250,0,1,NA,1,31,40,1,NA
1959,0,0,188585,0,1,NA,1,27,60,5,8000
1960,0,0,6000,0,0,NA,2,18,40,1,NA
1964,0,1,15788,0,1,NA,1,21,80,1,NA
1960,1,0,99000,0,1,NA,2,23,40,1,NA
1962,0,1,10548,0,1,6,1,18,NA,2,3600
1959,1,0,40000,0,1,4,1,19,40,2,NA
1961,1,0,132000,0,1,6,1,28,33,5,5000
1960,0,NA,21421,0,1,6,1,22,80,1,NA
1964,1,1,64000,0,0,6,2,22,49,2,2500
1958,1,0,36200,6,1,NA,1,29,120,3,NA
1958,0,0,26000,0,1,21,1,18,30,1,NA
1964,0,0,8488,52,1,12,2,23,NA,4,30000
1961,1,0,115200,0,1,3,2,31,44,4,1010
1958,0,0,70000,16,1,11,2,29,76,4,5000
1957,0,NA,42000,0,1,8,1,22,NA,1,NA
1960,0,1,5152,37,1,14,1,20,35,1,NA
1961,1,0,40000,0,1,7,2,22,43,1,NA
1958,1,0,83700,0,1,NA,1,28,40,3,NA
1958,0,0,80000,0,1,NA,2,26,40,4,NA
1957,1,0,50650,0,1,NA,3,27,40,4,NA
1957,1,1,43600,0,1,NA,1,33,60,4,7900
1964,0,1,32000,0,1,NA,2,16,45,1,NA
1957,1,0,14616,35,1,NA,3,26,52,1,NA
1961,0,1,9988,0,1,NA,3,19,114,1,NA
1957,0,1,21000,0,1,NA,5,19,20,1,NA
1958,0,1,18320,0,1,NA,3,17,62,1,NA
1964,0,NA,15200,27,1,NA,3,15,120,1,6500
1963,1,1,60000,0,0,NA,2,19,80,1,NA
1964,1,1,49000,0,1,11,2,23,40,1,NA
1963,1,0,36000,52,1,NA,5,26,30,1,NA
1963,1,1,58164,0,1,20,1,15,NA,1,NA
1960,1,0,31000,0,1,18,2,19,40,1,NA
1960,0,NA,19000,0,1,NA,1,26,45,1,NA
1963,0,NA,49000,0,0,NA,1,25,15,1,NA
1963,1,1,60000,0,0,15,4,28,40,1,NA
1957,1,0,212836,0,1,8,1,24,45,2,NA
1960,1,1,105000,0,1,11,1,25,40,1,NA
1962,0,1,115000,0,1,6,2,30,32,2,NA
1960,1,1,70000,0,1,5,2,25,55,4,NA
1960,0,0,99000,0,1,12,2,23,40,1,NA
1960,0,0,43000,0,1,9,2,21,40,1,500
1964,0,0,63020,0,1,9,1,34,40,1,NA
1959,0,0,42000,0,1,NA,2,24,38,1,NA
1962,0,1,60000,0,1,10,2,32,28,1,NA
1963,1,1,90000,0,1,14,2,21,90,2,NA
1961,0,0,29768,0,0,NA,1,24,40,8,NA
1962,0,0,59000,0,1,NA,4,24,40,2,NA
1960,0,NA,75000,0,1,18,1,28,40,1,25000
1964,0,1,38000,0,1,25,1,25,60,1,1060
1961,0,NA,39349,0,1,NA,1,26,35,1,NA
1964,0,1,30000,0,1,20,3,27,40,1,NA
1963,0,0,49000,0,1,3,2,24,40,1,2500
1964,1,NA,45000,NA,1,11,1,27,NA,1,1000
1961,0,0,115000,0,1,12,1,33,40,5,15000
1963,0,0,185000,0,1,NA,1,34,30,3,NA
1964,0,1,32000,0,0,NA,3,22,30,1,NA
1960,1,NA,167000,0,0,9,2,32,40,4,NA
1963,1,NA,15489,0,0,NA,1,26,20,1,NA
1957,0,NA,30000,0,0,12,1,20,40,2,NA
1957,0,0,42800,0,1,NA,2,22,40,4,16000
1964,0,1,1e+05,38,1,NA,1,27,40,4,25000
1961,0,1,65000,0,1,15,2,21,NA,1,15000
1959,0,0,42000,9,1,NA,1,23,70,1,NA
1958,1,NA,35220,0,0,NA,2,20,40,1,NA
1961,0,NA,35200,0,0,NA,2,17,40,1,NA
1960,1,NA,22110,0,0,NA,1,23,60,1,NA
1957,1,0,54350,0,1,NA,3,20,40,4,NA
1960,1,0,114000,0,1,NA,3,29,60,4,1500
1957,1,NA,64320,0,0,7,1,24,NA,1,NA
1959,1,NA,60000,0,1,10,2,20,NA,1,NA
1958,1,0,203000,0,1,27,2,35,50,4,NA
1957,1,1,104000,9,1,9,4,25,40,1,NA
1958,1,0,440692,23,1,NA,2,32,50,5,2000
1959,1,0,59000,0,1,9,1,22,40,2,NA
1957,1,0,73448,0,1,NA,1,26,43,4,20000
1960,1,0,106344,0,0,5,1,27,60,1,NA
1959,1,0,118000,0,1,7,1,31,43,2,NA
1957,1,0,108500,0,1,4,3,22,40,1,NA
1958,1,0,51800,0,1,NA,3,22,85,1,NA
1958,1,0,20000,0,0,13,2,21,40,1,NA
1959,1,0,68800,0,1,NA,2,34,40,2,NA
1959,1,0,110000,0,1,11,1,34,NA,3,NA
1957,1,NA,46400,0,1,12,4,26,77,1,NA
1957,1,NA,5440,0,1,NA,4,18,33,1,NA
1959,1,0,81000,0,1,8,2,28,60,1,NA
1957,1,0,70000,0,1,18,2,16,NA,1,NA
1957,1,0,52000,0,1,1,1,21,40,1,2000
1958,1,NA,43920,0,1,9,1,29,60,1,NA
1959,1,0,30000,0,1,NA,2,17,40,1,NA
1957,1,0,113288,0,1,4,1,24,40,4,NA
1958,1,0,37000,0,1,7,1,25,45,1,NA
1959,1,NA,6630,0,1,NA,1,22,56,1,NA
1959,1,0,92000,0,1,NA,1,23,40,1,NA
1957,0,0,21700,0,0,NA,1,23,79,1,NA
1959,1,0,148000,0,0,5,1,22,40,1,NA
1957,1,1,97000,0,0,9,1,25,40,2,2500
1957,1,0,51500,0,1,NA,4,25,70,2,2500
1957,1,NA,92500,0,1,NA,2,37,40,1,NA
1957,0,0,40598,0,1,NA,1,40,40,1,NA
1958,0,0,48260,0,0,NA,1,21,40,1,NA
1959,1,0,26000,0,1,NA,2,26,40,1,NA
1957,1,0,25000,20,1,NA,1,24,50,1,NA
1959,0,0,166000,0,1,NA,2,26,80,4,NA
1959,1,0,113000,0,1,NA,1,32,80,4,600
1957,1,0,135000,0,1,16,1,32,110,5,7500
1958,1,0,120000,0,0,NA,2,29,40,1,NA
1958,1,0,135000,0,1,11,1,29,120,4,8000
1957,1,0,120000,0,1,NA,1,30,40,5,55000
1958,1,0,55600,0,0,6,3,35,NA,2,NA
1959,1,0,113800,0,1,13,2,43,40,4,3400
1957,1,0,62000,0,1,3,1,18,40,1,NA
1958,1,0,110000,0,1,6,1,30,40,5,20000
1960,1,0,113916,0,1,4,1,41,45,1,NA
1959,1,0,37556,0,1,13,1,22,40,2,9000
1960,1,1,80400,0,1,NA,3,19,80,2,300
1957,1,0,273722,0,0,10,1,23,40,2,NA
1957,1,0,67208,0,0,9,1,25,45,1,NA
1959,1,0,69600,0,0,17,3,24,41,1,2615
1958,1,0,74000,0,1,15,3,27,80,2,NA
1959,1,0,120000,0,0,NA,2,35,110,1,NA
1957,1,0,94000,0,1,13,2,28,40,5,10000
1957,1,0,26000,0,1,NA,1,24,40,1,NA
1959,1,0,73000,0,1,11,1,34,50,2,1600
1958,1,0,123520,0,0,NA,2,35,63,1,NA
1957,1,0,154424,0,1,3,1,20,37,4,NA
1959,1,0,65000,2,1,12,1,23,80,1,NA
1959,1,NA,208000,0,1,7,2,43,40,1,NA
1959,1,NA,144000,0,1,5,1,31,35,1,NA
1958,1,0,71000,0,0,7,1,27,35,1,NA
1961,1,0,115500,0,1,NA,2,28,60,1,NA
1958,1,0,130000,0,1,6,1,28,40,1,NA
1964,1,0,167000,0,1,NA,2,42,35,5,2500
1964,1,0,99000,0,1,20,1,25,80,1,NA
1964,0,0,46000,0,1,16,2,20,35,1,NA
1957,1,0,22540,0,1,23,3,19,NA,1,NA
1961,1,0,170000,0,1,NA,3,24,40,4,NA
1964,0,1,15000,30,1,7,2,24,40,1,NA
1960,0,1,21322,0,1,13,2,26,NA,3,3300
1958,1,0,38000,0,0,NA,1,25,67,1,NA
1961,0,NA,20904,52,1,NA,2,31,64,1,NA
1959,0,0,24668,14,0,5,2,30,39,1,2500
1958,0,1,169000,0,0,11,4,32,30,5,NA
1964,0,0,186705,0,1,13,2,32,40,3,NA
1962,0,0,92000,0,1,NA,2,25,40,1,NA
1962,0,0,56948,11,1,8,2,26,109,1,NA
1961,0,0,16000,0,1,NA,1,20,40,1,NA
1962,1,0,64100,0,1,25,1,36,NA,1,NA
1961,0,NA,45000,0,1,NA,1,24,47,1,NA
1964,0,1,21308,11,1,20,1,21,51,1,8000
1961,0,0,22575,12,1,6,2,22,86,1,2300
1958,0,0,150000,0,1,13,1,17,NA,1,NA
1963,1,0,10800,0,1,19,3,31,NA,1,NA
1964,1,0,98500,0,1,12,2,23,40,1,5000
1964,0,0,160300,0,0,11,1,23,45,1,NA
1959,0,0,8376,0,1,5,1,29,NA,1,NA
1961,0,0,125184,0,0,11,2,18,40,1,NA
1961,1,0,56000,0,1,17,2,38,40,4,10000
1963,1,0,83300,0,1,NA,2,30,36,1,NA
1960,1,0,190000,0,1,14,2,25,NA,3,7500
1963,1,0,230500,0,1,21,1,45,80,8,70000
1959,0,0,60000,0,1,3,1,27,40,1,NA
1964,1,0,14834,0,1,21,1,31,90,1,20000
1960,1,1,20000,0,1,NA,1,27,120,1,NA
1962,1,0,199000,0,1,18,1,25,90,2,NA
1960,0,1,101000,0,1,NA,2,22,55,2,NA
1959,1,0,28000,0,1,NA,1,24,40,2,7000
1960,0,0,20000,0,1,9,1,22,NA,1,NA
1963,0,NA,84000,0,1,10,1,24,40,2,2000
1964,0,NA,13500,0,1,NA,2,20,95,1,NA
1958,1,0,105000,0,0,1,1,26,NA,1,NA
1957,0,1,41000,0,1,15,1,35,20,1,NA
1959,0,0,20000,0,1,NA,3,28,40,1,NA
1961,1,0,105486,0,1,12,2,31,44,8,5000
1963,0,0,43000,0,1,17,1,37,40,5,45000
1964,0,0,215400,0,1,NA,2,30,50,3,NA
1963,0,0,23303,0,1,47,1,36,44,2,6625
1961,1,0,158100,0,1,NA,6,18,55,2,NA
1963,1,0,104000,0,1,14,1,24,80,1,NA
1964,0,1,29000,0,1,13,1,16,79,1,NA
1959,1,0,33312,0,1,25,1,24,40,1,2350
1964,1,0,67000,0,0,12,1,30,48,3,NA
1958,0,0,7740,43,1,10,1,26,NA,1,NA
1959,1,NA,56700,0,1,NA,2,32,80,1,NA
1962,1,0,273300,0,1,15,2,31,NA,7,12000
1959,0,0,61500,0,0,11,1,22,48,5,9700
1957,1,0,83000,0,1,7,3,38,44,4,NA
1960,0,0,238000,0,1,10,1,31,60,4,NA
1962,0,0,125504,0,1,9,2,28,NA,4,NA
1960,0,0,79000,0,1,19,1,17,36,2,NA
1963,0,1,18588,52,1,8,1,27,112,2,NA
1960,0,NA,48000,0,1,NA,2,25,20,1,NA
1959,1,0,119000,0,1,7,2,30,40,1,2000
1962,0,0,56004,0,0,NA,2,19,40,1,NA
1964,0,0,68648,0,0,15,3,30,40,5,18000
1961,0,0,111211,0,0,14,1,26,39,5,10500
1963,0,0,112060,0,1,8,2,33,NA,4,9750
1962,0,0,390662,0,0,NA,1,36,23,4,1700
1961,0,0,51620,0,0,10,3,25,25,2,2500
1959,1,0,109052,0,0,4,2,31,55,1,NA
1958,0,0,268000,0,1,11,1,38,50,6,15000
1959,0,0,29628,0,1,5,1,35,NA,1,NA
1963,0,0,80000,0,1,11,1,24,40,1,NA
1961,1,0,90000,0,0,9,1,19,40,5,6000
1963,0,1,41000,0,1,NA,2,22,56,2,2625
1964,1,1,40000,0,1,13,2,28,45,2,700
1963,0,0,90300,0,1,8,1,30,40,1,NA
1961,0,1,16000,0,0,8,1,20,40,1,1300
1962,0,1,11064,0,0,6,1,19,NA,1,NA
1963,1,0,84000,0,1,5,1,19,48,1,NA
1964,0,0,57200,0,0,13,2,30,35,1,NA
1957,0,0,65700,0,1,NA,2,31,43,1,600
1962,0,NA,974100,0,1,NA,2,29,32,7,28000
1964,1,NA,251500,0,1,16,2,32,40,3,5000
1959,0,NA,51784,12,1,13,1,29,NA,2,NA
1958,0,0,14900,0,1,9,1,24,36,1,NA
1961,1,0,497763,0,1,11,2,33,50,5,NA
1957,1,0,89650,0,1,NA,2,36,60,1,NA
1958,1,1,15010,0,1,NA,1,38,40,5,NA
1960,0,1,159805,0,1,NA,1,32,50,8,NA
1962,0,0,49523,0,1,15,1,13,40,1,NA
1964,0,0,27800,0,0,6,2,30,35,1,NA
1959,0,0,41400,0,1,NA,1,27,40,1,NA
1961,0,0,189918,0,1,NA,2,26,4,4,NA
1958,0,0,103400,0,1,2,1,32,40,1,NA
1961,0,NA,44520,0,0,NA,2,20,80,2,4000
1962,1,NA,30000,0,0,NA,2,28,5,2,NA
1963,0,NA,20100,0,1,NA,2,19,72,2,NA
1960,1,0,30000,1,1,33,2,29,90,1,NA
1964,1,0,100500,0,1,7,2,37,45,4,NA
1957,0,0,96600,0,1,3,1,28,50,1,NA
1957,0,0,44700,3,1,2,2,33,40,1,NA
1964,1,0,130000,0,1,8,1,29,45,4,NA
1958,0,NA,43810,0,0,NA,3,25,50,4,6000
1962,1,NA,25075,0,1,NA,3,34,100,3,4000
1962,0,0,54050,0,1,NA,2,23,40,1,NA
1963,0,0,140000,0,1,NA,2,26,79,2,NA
1958,0,NA,75476,0,1,3,2,20,40,1,NA
1960,0,0,11000,12,1,NA,1,25,20,1,1000
1962,1,0,14400,0,1,8,1,22,NA,1,NA
1963,0,0,45600,0,1,6,2,22,40,1,NA
1962,0,0,13000,0,0,NA,1,30,100,1,NA
1964,0,0,70000,0,0,NA,3,31,12,4,11000
1962,1,0,72501,0,0,5,2,34,40,1,NA
1963,0,0,117240,0,1,12,2,26,39,1,NA
1962,1,0,62532,0,1,23,2,27,52,5,3500
1957,1,0,170100,0,1,8,1,33,50,5,2500
1959,0,0,50200,0,1,NA,1,20,100,1,NA
1961,1,0,69400,0,0,NA,2,36,95,5,12000
1962,0,0,85000,0,1,6,1,27,NA,1,NA
1959,1,0,67500,0,1,NA,1,34,45,5,NA
1962,0,0,332808,0,1,NA,3,26,32,7,2500
1960,1,0,497763,0,1,11,2,39,NA,7,12500
1959,0,1,15814,0,0,11,3,23,NA,1,NA
1964,1,NA,183656,7,1,24,1,24,95,4,10000
1960,0,0,132000,0,1,8,1,30,40,2,2500
1957,1,NA,117500,0,1,10,1,33,45,1,NA
1964,1,0,89100,2,1,NA,1,33,90,1,NA
1962,1,NA,290300,0,1,14,1,26,100,4,3000
1957,0,0,22075,1,1,28,2,32,72,1,NA
1958,1,0,131000,0,1,NA,3,27,90,3,1160
1961,1,0,48000,0,1,31,1,24,126,1,NA
1961,0,0,22115,0,1,10,1,18,40,1,NA
1960,1,0,84000,0,0,13,2,32,40,8,6000
1964,1,0,90000,0,1,13,4,28,40,5,7500
1963,1,0,70000,0,1,8,1,21,40,1,NA
1960,0,0,131000,0,0,5,2,31,40,2,NA
1964,1,0,151000,0,0,5,4,30,65,1,NA
1962,0,0,55000,0,1,12,1,17,50,1,NA
1964,0,NA,91500,0,1,25,1,32,50,5,15000
1962,1,NA,90000,0,1,12,1,23,20,1,NA
1961,1,0,205200,0,1,NA,3,29,40,4,2500
1957,0,0,47000,0,0,23,1,28,40,2,NA
1960,1,0,129000,0,0,20,4,31,93,5,16000
1960,1,0,70000,0,0,2,2,16,60,1,NA
1964,1,0,82000,0,1,12,1,25,90,4,3500
1963,1,NA,100100,0,1,11,3,36,55,4,7000
1959,0,0,166000,0,1,13,3,29,NA,5,50000
1961,1,0,86520,0,1,NA,2,26,40,1,NA
1963,1,0,112000,12,0,8,2,33,80,4,5200
1957,1,1,120000,0,1,15,3,25,40,5,300
1958,0,NA,1200,0,1,37,1,16,3,2,31500
1959,1,0,50000,0,1,NA,1,21,52,1,NA
1961,0,0,47000,0,1,9,1,18,40,2,NA
1964,1,0,121000,0,0,NA,1,27,45,1,NA
1963,1,0,165050,0,1,5,2,23,50,1,NA
1964,1,1,176000,0,1,NA,2,19,65,1,NA
1963,0,1,51804,0,1,11,1,37,2,2,3500
1958,0,0,184000,0,1,11,1,34,45,3,3400
1961,1,0,18500,11,1,NA,1,20,100,1,NA
1964,0,0,15000,0,1,NA,1,26,40,1,NA
1963,1,0,37000,0,0,NA,1,25,50,1,NA
1959,0,NA,26000,0,1,4,1,28,40,1,NA
1962,1,NA,185000,0,0,5,1,40,45,4,900
1959,0,0,18000,0,1,NA,1,18,40,1,NA
1962,1,NA,35200,0,0,NA,2,18,30,1,NA
1963,0,0,22909,0,0,NA,1,26,40,4,8000
1959,0,0,32400,0,1,NA,3,23,40,1,NA
1962,0,0,6120,0,0,NA,2,20,104,1,NA
1963,0,NA,46000,0,1,1,5,22,NA,1,NA
1961,1,1,88000,0,1,8,3,29,40,3,2500
1958,0,1,93064,0,1,6,2,18,60,3,2500
1960,1,1,71500,26,1,NA,2,30,100,1,NA
1962,1,0,245015,0,1,4,3,25,35,4,NA
1962,1,1,47200,0,1,NA,2,19,40,1,NA
1957,0,0,119596,0,1,5,1,17,8,1,NA
1959,0,0,83200,0,1,NA,1,31,100,3,5000
1964,1,1,5000,0,1,NA,2,24,56,1,NA
1963,0,1,27279,0,1,8,3,22,40,1,NA
1962,1,0,2e+05,0,1,18,1,29,105,5,7500
1960,0,0,51500,0,1,NA,2,20,45,1,NA
1963,0,0,45908,0,1,6,1,16,45,1,NA
1960,1,NA,38050,10,1,NA,1,24,40,1,NA
1960,0,NA,26000,0,1,NA,2,18,40,1,NA
1957,0,0,70075,0,1,NA,2,21,40,1,NA
1957,0,0,56000,0,1,NA,2,23,40,1,NA
1963,1,0,46500,0,1,10,2,20,40,1,NA
1964,1,0,27750,0,1,NA,2,19,15,1,NA
1963,0,NA,52000,0,1,10,2,18,NA,1,1200
1959,0,1,17472,0,1,NA,2,23,1,1,NA
1959,1,0,23165,0,1,NA,2,16,40,1,NA
1959,0,NA,20200,0,1,NA,2,16,NA,1,NA
1960,1,NA,8708,0,1,NA,1,21,90,1,NA
1964,0,1,97000,0,0,NA,1,18,40,1,NA
1961,0,NA,30000,0,0,NA,3,19,37,1,NA
1958,0,1,49765,0,1,NA,1,24,40,1,NA
1961,0,1,34100,0,1,NA,1,27,9,2,2500
1958,0,0,38900,15,1,NA,1,29,35,3,8000
1957,0,1,75500,0,1,NA,2,27,15,4,5100
1963,0,1,38000,0,1,12,1,19,40,1,532
1960,1,0,73800,0,1,13,1,27,35,5,18500
1962,1,0,1,52,1,NA,2,19,120,1,NA
1959,1,0,160000,0,1,11,2,42,58,4,3500
1962,1,0,220000,0,1,9,3,27,110,5,1300
1958,1,1,36400,0,0,NA,2,28,4,1,NA
1957,0,1,55050,0,1,NA,2,29,20,5,8000
1959,0,NA,42050,0,1,NA,1,28,40,2,NA
1961,0,0,44240,0,1,NA,1,26,40,1,4000
1963,0,1,84600,0,0,NA,1,15,60,1,NA
1957,0,0,55000,0,0,NA,1,32,40,4,1800
1960,0,NA,26988,0,1,5,2,19,NA,1,20000
1961,0,0,150000,0,1,19,1,31,45,4,2000
1962,0,0,7620,37,1,NA,1,24,40,8,2380
1959,0,NA,80875,0,1,NA,5,27,20,1,NA
1958,0,NA,36000,0,0,NA,3,17,20,1,NA
1962,1,NA,62000,0,0,NA,1,18,84,1,NA
1961,1,NA,10000,15,1,7,1,17,NA,1,NA
1959,0,1,34820,0,1,NA,1,15,15,1,NA
1958,1,NA,50250,1,1,NA,1,28,60,1,600
1958,0,NA,30493,0,0,NA,1,27,40,1,NA
1959,0,NA,64100,0,1,NA,2,26,40,4,1800
1958,0,0,7000,0,1,NA,1,30,40,1,NA
1961,0,1,3876,0,0,NA,1,22,40,1,NA
1960,0,NA,38165,0,1,NA,2,24,40,1,NA
1958,0,NA,8550,0,1,NA,1,26,24,1,NA
1963,0,0,41340,0,1,NA,1,23,45,4,15000
1960,1,1,54030,0,0,NA,3,23,45,6,15000
1962,0,NA,22550,0,0,NA,2,23,32,4,5000
